form	lemma	POS	morph	treated_token
Grammaticus	grammaticus1	NOMcom	Case=Nom|Numb=Sing	grammaticus
etiam	etiam	ADV	Deg=Pos	etiam
quidam	quidam	PROind	Case=Nom|Numb=Sing	quidam
Donatista	donatista	NOMcom	Case=Abl|Numb=Sing	donatista
Cresconius	cresconius	NOMcom	Case=Nom|Numb=Sing	cresconius
cum	cum3	CONsub	MORPH=empty	cum
inuenisset	inuenio	VER	Numb=Sing|Mood=Sub|Tense=Pqp|Voice=Act|Person=3	inuenisset
epistulam	epistola	NOMcom	Case=Acc|Numb=Sing	epistulam
meam	meus	PROpos	Case=Acc|Numb=Sing	meam
qua	qui1	PROrel	Case=Abl|Numb=Sing	qua
primas	primus	ADJord	Case=Acc|Numb=Plur|Deg=Sup	primas
partes	pars	NOMcom	Case=Acc|Numb=Plur	partes
quae	qui1	PROrel	Case=Nom|Numb=Sing	quae
in	in	PRE	MORPH=empty	in
manus	manus1	NOMcom	Case=Acc|Numb=Plur	manus
nostras	noster	PROpos	Case=Acc|Numb=Plur	nostras
tunc	tunc	ADV	Deg=Pos	tunc
uenerant	uenio	VER	Numb=Plur|Mood=Ind|Tense=Pqp|Voice=Act|Person=3	uenerant
epistulae	epistola	NOMcom	Case=Nom|Numb=Plur	epistulae
Petiliani	petiliani	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	petiliani
redargui	redarguo	VER	Mood=Inf|Tense=Pres|Voice=Pass	redargui
putauit	puto	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	putauit
mihi	ego	PROper	Case=Dat|Numb=Sing	mihi
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
respondendum	respondeo	VER	Case=Acc|Numb=Sing|Mood=Adj|Voice=Pass	respondendum
et	et2	CONcoo	MORPH=empty	et
hoc	hic1	PROdem	Case=Acc|Numb=Sing	hoc
ipsum	ipse	PROdem	Case=Acc|Numb=Sing	ipsum
scripsit	scribo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	scripsit
ad	ad2	PRE	MORPH=empty	ad
me	ego	PROper	Case=Acc|Numb=Sing	me
.	.	PUNC	MORPH=empty	.
cui	qui1	PROrel	Case=Dat|Numb=Sing	cui
operi	opus?	NOMcom	Case=Dat|Numb=Sing	operi
eius	is	PROdem	Case=Gen|Numb=Sing	eius
libris	liber1	NOMcom	Case=Dat|Numb=Plur	libris
quattuor	quatuor	ADJcar	Case=Ind	quattuor
respondi	respondeo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1	respondi
ita	ita	ADV	Deg=Pos	ita
sane	sane	ADV	Deg=Pos	sane
ut	ut4	CONsub	MORPH=empty	ut
tribus	tribus	NOMcom	Case=Abl|Numb=Plur	tribus
peragerem	perago	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=1	peragerem
quod	qui1	PROrel	Case=Acc|Numb=Sing	quod
uniuersa	uniuersus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	uniuersa
responsio	responsio	NOMcom	Case=Nom|Numb=Sing	responsio
flagitabat	flagito	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3	flagitabat
.	.	PUNC	MORPH=empty	.
sed	sed	CONcoo	MORPH=empty	sed
cum	cum3	CONsub	MORPH=empty	cum
uiderem	uideo	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=1	uiderem
de	de	PRE	MORPH=empty	de
sola	solus	PROind	Case=Abl|Numb=Sing	sola
Maximianensium	maximianenses	NOMcom	Case=Gen|Numb=Plur	maximianensium
causa	causa	NOMcom	Case=Abl|Numb=Sing	causa
quos	qui1	PROrel	Case=Acc|Numb=Plur	quos
suos	suus	PROpos.ref	Case=Acc|Numb=Plur	suos
scismaticos	scismaticus	NOMcom	Case=Acc|Numb=Plur	scismaticos
damnauerunt	damno	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3	damnauerunt
et	et2	CONcoo	MORPH=empty	et
eorum	is	PROdem	Case=Gen|Numb=Plur	eorum
aliquos	aliquis	PROind	Case=Acc|Numb=Plur	aliquos
rursus	rursus	ADV	Deg=Pos	rursus
in	in	PRE	MORPH=empty	in
suis	suus	PROpos.ref	Case=Abl|Numb=Plur	suis
honoribus	honor	NOMcom	Case=Abl|Numb=Plur	honoribus
receperunt	recipio	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3	receperunt
baptismum	baptummum	NOMcom	Case=Acc|Numb=Sing	baptismum
-que	que	CONcoo	MORPH=empty	-que
ab	ab	PRE	MORPH=empty	ab
eis	is	PROdem	Case=Abl|Numb=Plur	eis
extra	extra2	PRE	MORPH=empty	extra
suam	suus	PROpos.ref	Case=Acc|Numb=Sing	suam
communionem	communio1	NOMcom	Case=Acc|Numb=Sing	communionem
datum	do	VER	Case=Acc|Numb=Sing|Mood=Inf|Tense=Perf|Voice=Pass	datum
non	non	ADVneg	MORPH=empty	non
repetiuerunt	repeto	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3	repetiuerunt
responderi	respondeo	VER	Mood=Inf|Tense=Pres|Voice=Pass	responderi
posse	possum1	VER	Mood=Inf|Tense=Pres|Voice=Act	posse
ad	ad2	PRE	MORPH=empty	ad
cuncta	cunctus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	cuncta
quae	qui1	PROrel	Case=Acc|Numb=Plur	quae
scripsit	scribo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	scripsit
etiam	etiam	ADV	Deg=Pos	etiam
quartum	quartus	ADJord	Case=Acc|Numb=Sing|Deg=Pos	quartum
librum	liber1	NOMcom	Case=Acc|Numb=Sing	librum
addidi	addo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1	addidi
in	in	PRE	MORPH=empty	in
quo	qui1	PROrel	Case=Abl|Numb=Sing	quo
id	is	PROdem	Case=Acc|Numb=Sing	id
ipsum	ipse	PROdem	Case=Acc|Numb=Sing	ipsum
quantum	quantum3	ADVrel	MORPH=empty	quantum
potui	possum1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1	potui
diligenter	diligenter	ADV	Deg=Pos	diligenter
atque	atque1	CONcoo	MORPH=empty	atque
euidenter	euidenter	ADV	Deg=Pos	euidenter
ostendi	ostendo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1	ostendi
.	.	PUNC	MORPH=empty	.
hos	hic1	PROdem	Case=Acc|Numb=Plur	hos
autem	autem	CONcoo	MORPH=empty	autem
quattuor	quatuor	ADJcar	Case=Ind	quattuor
libros	liber1	NOMcom	Case=Acc|Numb=Plur	libros
quando	quando?	ADV	MORPH=empty	quando
scripsi	scribo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1	scripsi
iam	iam	ADV	Deg=Pos	iam
contra	contra2	PRE	MORPH=empty	contra
Donatistas	donatista	NOMcom	Case=Acc|Numb=Plur	donatistas
dederat	do	VER	Numb=Sing|Mood=Ind|Tense=Pqp|Voice=Act|Person=3	dederat
leges	lex	NOMcom	Case=Acc|Numb=Plur	leges
Honorius	honorius	ADJqua	Case=Nom|Numb=Sing|Deg=Comp	honorius
imperator	imperator	NOMcom	Case=Nom|Numb=Sing	imperator
.	.	PUNC	MORPH=empty	.
Hoc	hic1	PROdem	Case=Nom|Numb=Sing	hoc
opus	opus?	NOMcom	Case=Nom|Numb=Sing	opus
sic	sic	ADV	Deg=Pos	sic
incipit	incipio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	incipit
Quando	quando3	CONsub	MORPH=empty	quando
ad	ad2	PRE	MORPH=empty	ad
te	tu	PROper	Case=Acc|Numb=Sing	te
Cresconi	cresco	NOMcom	Case=Gen|Numb=Sing	cresconi
mea	meus	PROpos	Case=Nom|Numb=Plur	mea
scripta	scriptum	NOMcom	Case=Acc|Numb=Plur	scripta
peruenire	peruenio	VER	Mood=Inf|Tense=Pres|Voice=Act	peruenire
possent	possum1	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=3	possent
ignorans	ignoro	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	ignorans
.	.	PUNC	MORPH=empty	.
