form	lemma	POS	morph	treated_token
In	in	PRE	MORPH=empty	in
secunda	secundus2	ADJord	Case=Abl|Numb=Sing|Deg=Pos	secunda
consequentium	consequor	VER	Case=Gen|Numb=Plur|Mood=Par|Tense=Pres|Voice=Dep	consequentium
octo	octo	ADJcar	Case=Ind	octo
uersuum	uersus1	NOMcom	Case=Gen|Numb=Plur	uersuum
littera	littera	NOMcom	Case=Nom|Numb=Sing	littera
ipse	ipse	PROdem	Case=Nom|Numb=Sing	ipse
sibi	sui1	PROref	Case=Dat|Numb=Sing	sibi
propheta	prophetus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	propheta
his	hic1	PROdem	Case=Dat|Numb=Plur	his
quibus	qui1	PROrel	Case=Dat|Numb=Plur	quibus
responsurus	respondeo	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Fut|Voice=Act	responsurus
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
proposuit	propono	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	proposuit
dicens	dico?	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	dicens
in	in	PRE	MORPH=empty	in
quo	qui1	PROrel	Case=Abl|Numb=Sing	quo
corrigit	corrigo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	corrigit
adulescens	adolescens1	NOMcom	Case=Nom|Numb=Sing	adulescens
uiam	uia	NOMcom	Case=Acc|Numb=Sing	uiam
suam	suus	PROpos.ref	Case=Acc|Numb=Sing	suam
ex	ex	PRE	MORPH=empty	ex
proponentis	propono	VER	Case=Gen|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	proponentis
persona	persona	NOMcom	Case=Abl|Numb=Sing	persona
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	sunt
dicta	dictum	NOMcom	Case=Nom|Numb=Plur	dicta
.	.	PUNC	MORPH=empty	.
dehinc	dehinc	ADV	Deg=Pos	dehinc
nunc	nunc	ADV	Deg=Pos	nunc
tamquam	tamquam1	ADVrel	MORPH=empty	tamquam
respondentis	respondeo	VER	Case=Gen|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	respondentis
confessio	confessio	NOMcom	Case=Nom|Numb=Sing	confessio
subditur	subdo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	subditur
in	in	PRE	MORPH=empty	in
custodiendo	custodio	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Act	custodiendo
sermones	sermo	NOMcom	Case=Acc|Numb=Plur	sermones
tuos	tuus	PROpos	Case=Acc|Numb=Plur	tuos
.	.	PUNC	MORPH=empty	.
contuendum	contueor	VER	Case=Nom|Numb=Sing|Mood=Adj|Voice=Dep	contuendum
autem	autem	CONcoo	MORPH=empty	autem
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
secundum	secundum2	PRE	MORPH=empty	secundum
eum	is	PROdem	Case=Acc|Numb=Sing	eum
quem	qui1	PROrel	Case=Acc|Numb=Sing	quem
in	in	PRE	MORPH=empty	in
exordio	exordium	NOMcom	Case=Abl|Numb=Sing	exordio
habuimus	habeo	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=1	habuimus
sermonem	sermo	NOMcom	Case=Acc|Numb=Sing	sermonem
uera	uerus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	uera
atque	atque1	CONcoo	MORPH=empty	atque
perfecta	perfectus2	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	perfecta
timoris	timor	NOMcom	Case=Gen|Numb=Sing	timoris
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
instituta	institutum	NOMcom	Case=Acc|Numb=Plur	instituta
sub	sub	PRE	MORPH=empty	sub
his	hic1	PROdem	Case=Abl|Numb=Plur	his
elementis	elementa	NOMcom	Case=Abl|Numb=Plur	elementis
litterarum	littera	NOMcom	Case=Gen|Numb=Plur	litterarum
contineri	contineo	VER	Mood=Inf|Tense=Pres|Voice=Pass	contineri
quibus	qui1	PROrel	Case=Dat|Numb=Plur	quibus
quasi	quasi1	ADVrel	MORPH=empty	quasi
ad	ad2	PRE	MORPH=empty	ad
usum	usus	NOMcom	Case=Acc|Numb=Sing	usum
confessionis	confessio	NOMcom	Case=Gen|Numb=Sing	confessionis
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
per	per	PRE	MORPH=empty	per
