form	lemma	POS	morph	treated_token
Et	et2	CONcoo	MORPH=empty	et
ueniat	uenio	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	ueniat
super	super2	PRE	MORPH=empty	super
me	ego	PROper	Case=Acc|Numb=Sing	me
misericordia	misericordia	NOMcom	Case=Nom|Numb=Sing	misericordia
tua	tuus	PROpos	Case=Nom|Numb=Sing	tua
domi	domus	NOMcom	Case=Loc|Numb=Sing	domi
-ne	ne2	CONcoo	MORPH=empty	-ne
salutare	saluto	VER	Case=Nom|Numb=Sing|Tense=Pres	salutare
tuum	tuus	PROpos	Case=Acc|Numb=Sing	tuum
secundum	secundum2	PRE	MORPH=empty	secundum
eloquium	eloquium	NOMcom	Case=Acc|Numb=Sing	eloquium
tuum	tuus	PROpos	Case=Acc|Numb=Sing	tuum
et	et2	CONcoo	MORPH=empty	et
reliqua	reliquum	NOMcom	Case=Nom|Numb=Plur	reliqua
.	.	PUNC	MORPH=empty	.
Plures	multus	ADJqua	Case=Nom|Numb=Plur|Deg=Comp	plures
secundum	secundum2	PRE	Deg=Pos	secundum
apostolum	apostolum	NOMcom	Case=Nom|Numb=Sing	apostolum
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	sunt
.	.	PUNC	MORPH=empty	.
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
sapientiam	sapientia	NOMcom	Case=Acc|Numb=Sing	sapientiam
sequentes	sequor	VER	Case=Acc|Numb=Plur|Mood=Par|Tense=Pres|Voice=Dep	sequentes
sapientiam	sapientia	NOMcom	Case=Acc|Numb=Sing	sapientiam
dei	deus	NOMcom	Case=Gen|Numb=Plur	dei
reprobauerunt	reprobo	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3	reprobauerunt
ob	ob	PRE	MORPH=empty	ob
quod	qui1	PROrel	Case=Acc|Numb=Sing	quod
stultam	stultus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	stultam
fecit	facio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	fecit
deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
saeculi	saeculum	NOMcom	Case=Gen|Numb=Sing	saeculi
sapientiam	sapientia	NOMcom	Case=Acc|Numb=Sing	sapientiam
.	.	PUNC	MORPH=empty	.
quid	quis1	PROint	Case=Nom|Numb=Sing	quid
enim	enim2	CONcoo	MORPH=empty	enim
infidelibus	infidelis	ADJqua	Case=Dat|Numb=Plur|Deg=Pos	infidelibus
stultius	stultus	ADJqua	Case=Nom|Numb=Sing|Deg=Comp	stultius
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
praeter	praeter2	PRE	MORPH=empty	praeter
illum	ille	PROdem	Case=Acc|Numb=Sing	illum
communem	communis	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	communem
inreligiosorum	irreligiosus	ADJqua	Case=Gen|Numb=Plur|Deg=Pos	inreligiosorum
errorem	error	NOMcom	Case=Acc|Numb=Sing	errorem
etiam	etiam	ADV	Deg=Pos	etiam
hoc	hic1	PROdem	Case=Acc|Numb=Sing	hoc
adiciunt	adicio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	adiciunt
piaculi	piaculum	NOMcom	Case=Nom|Numb=Plur	piaculi
ut	ut4	CONsub	MORPH=empty	ut
diuina	diuina?	NOMcom	Case=Acc|Numb=Plur	diuina
scripturarum	scriptura	NOMcom	Case=Gen|Numb=Plur	scripturarum
eloquia	eloquium	NOMcom	Case=Acc|Numb=Plur	eloquia
putent	puto	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	putent
perfectae	perfectus2	ADJqua	Case=Nom|Numb=Plur|Deg=Pos|Voice=Pass	perfectae
doctrinae	doctrina	NOMcom	Case=Gen|Numb=Sing	doctrinae
carere	careo	VER	Mood=Inf|Tense=Pres|Voice=Act	carere
ratione	ratio	NOMcom	Case=Abl|Numb=Sing	ratione
et	et2	CONcoo	MORPH=empty	et
quia	quia	CONsub	MORPH=empty	quia
pro	pro1	PRE	MORPH=empty	pro
impietate	impietas	NOMcom	Case=Abl|Numb=Sing	impietate
sui	sui1	PROref	Case=Gen|Numb=Sing	sui
diuinorum	diuina?	NOMcom	Case=Gen|Numb=Plur	diuinorum
dictorum	dictum	NOMcom	Case=Gen|Numb=Plur	dictorum
capaces	capax	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	capaces
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
non	non	ADVneg	MORPH=empty	non
possunt	possum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	possunt
ad	ad2	PRE	MORPH=empty	ad
contumeliam	contumelia	NOMcom	Case=Acc|Numb=Sing	contumeliam
caelestium	caelestia	NOMcom	Case=Gen|Numb=Plur	caelestium
pro	pro1	PRE	MORPH=empty	pro
